1721088049,1795,64,1193,38,3569
1721089849,1841,62,1009,37,3420
1721091649,1854,65,1119,33,3526
1721093449,1906,64,1168,35,3582
1721095249,1958,59,1120,34,3635
1721097048,2025,61,1112,34,3621
1721098848,1943,57,1098,34,3545
1721100648,1981,59,1017,32,3448
1721102448,1931,61,1023,31,3456
1721104248,1926,62,959,31,3323
1721106048,1901,64,940,33,3288
1721107848,1927,61,887,31,3230
1721109648,1881,56,837,30,3155
1721111448,1837,58,809,32,3088
1721113248,1869,60,802,33,3066
1721115048,1898,61,802,29,3130
1721116848,1959,58,805,31,3194
1721118648,2011,62,601,28,3160
1721120448,2075,60,756,32,3314
1721122248,2079,57,849,30,3424
1721124048,2101,57,946,31,3572
1721125848,2050,59,992,31,3684
1721127647,2136,62,1028,33,3858
1721129447,2301,66,1024,31,3996
1721131247,2434,67,1115,33,4217
